ts,sku,ChannelSlug,BrandSlug,PremiseType,TermsOfServiceTyp,ProductName,ProductSlug,StateSlug,Commodity,UtilitySlug,first_name,last_name,ServiceAddress1,zip_code,city,account_no,email,emailmarketing,confirm_number,order_status,allow_email_marketing,sap_number
ts_192,ge04161be4ab5997,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,peco,Aaron,peco,807650 Alexandra Schmitt St.,'19348,KENNETT SQUARE`,'9348475950,aleksandr.malygin@nrg.com,emailmarketing,E1-765-DY5,completed,false,0000007668805323
ts_197,gec34673cdf95cff,web,green_mountain_energy,residential,fixed,GNERFIX2,rate_category,pa,electric,peco,Willie,peco,744137 Jennifer Morrow St.,'19039,GRADYVILLE,'6219570207,no@nrg.com,no_email_mark,E1-9KL-DND,completed,false,0000007668805324
ts_203,gfa60b412d811a3b,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,il,electric,comed,Joseph,comed,385487 Douglas Maxwell St.,'60617,CHICAGO,'5905970717,no@nrg.com,no_email_mark,E1-Z6R-DQQ,completed,false,0000007668805325
ts_205,gfaffb74813b5c4d,web,green_mountain_energy,residential,fixed,Pollution Free Farm to Market Reliable Rate,pollution_free_farm_to_market_reliable_rate,pa,electric,peco,Andrea,peco,679674 Alan Everett St.,'19008,BROOMALL,'2380196979,no@nrg.com,no_email_mark,E1-MAP-N74,completed,false,0000007668805326
ts_233,g132d13c46de7473,web,green_mountain_energy,small_business,variable,GNESBVAR,rate_category,il,electric,comed,Ashley,comed,728329 Ryan Martin St.,'60633,CHICAGO,'6542698306,thiswillbounce@thisbounces.com,bounce,E1-VZX-D4L,error,false,
ts_234,g402f79356122685,web,green_mountain_energy,small_business,fixed,GNESBFIX,rate_category,il,electric,comed,Leroy,comed,21592 Tammy Ruiz St.,'60910,AROMA PARK,'2529619612,bouncedmail@eccbounce.com,bounce,E1-BX6-VZQ,error,false,
ts_252,g4310ddcf5a08342,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,md,electric,delmarva,Amanda,delmarva,465367 Harold Stout St.,'21146,SEVERNA PARK,'05905558668237896289480,bouncy@mcbounceface.com,bounce,E1-XER-DQM,completed,false,0000007668805328
ts_258,gc175bdcea5620ad,web,green_mountain_energy,residential,fixed,SolarSPARC 10%12,solarsparc_10_smart_12,pa,electric,duq,Wanda,duq,494019 Sandra English St.,'15052,INDUSTRY,'2406635340651,bouncedmail@eccbounce.com,bounce,E1-EBQ-EVX,completed,false,0000007668805329
ts_270,g418effe855c3904,web,green_mountain_energy,residential,fixed,SolarSPARC 10% 12,solarsparc_10_smart_12,ny,electric,ngrid,Jacob,ngrid,684201 Robin Benjamin St.,'12534,STOCKPORT,'4395347071,bouncedmail@eccbounce.com,bounce,E1-46B-D97,completed,false,0000007668805330
ts_282,g5fc801d5c1d8bb8,web,green_mountain_energy,small_business,fixed,GNESBFIX2,rate_category,pa,electric,peco,Shane,peco,432037 John Lewis St.,'19366,POCOPSON,'6699985406,bouncedmail@eccbounce.com,bounce,E1-RPM-DV8,error,false,
ts_284,ge04161be4ab5997,web,green_mountain_energy,residential,fixed,Pollution Free Reliable Rate,pollution_free_reliable_rate,pa,electric,peco,Jacqueline,peco,335558 Julie Price St.,'19067,MORRISVILLE,'3593374520,bouncy@mcbounceface.com,bounce,E1-65Q-DN4,completed,false,0000007668805331
ts_295,g04806563c0ff681,web,green_mountain_energy,residential,variable,Green Mountain Family,green_mountain_family,md,electric,pepco,Kari,pepco,880393 Carrie Tran St.,'02906,SILVER SPRINGS,'05485156239265728038743,bouncermail@eccbounced.com,bounce,E1-LPK-MER,completed,false,0000007668805332
ts_301,g8948b6d1585a0a6,web,green_mountain_energy,residential,fixed,Pollution Free TimeWise 12,gme_ppl_tou,pa,electric,ppl,Jillian,ppl,524071 Melissa Ford St.,'17842,MIDDLEBURG,'4367311816,thiswillbounce@thisbounces.com,bounce,E1-QKZ-EAN,completed,false,0000007668805333
ts_308,g196a26f85286c53,web,green_mountain_energy,residential,fixed,Pollution Free 24,pollution_free_24,ny,electric,rge,Brent,rge,13273 Mark Costa St.,'14420,Brockport,'R01925369745322,bouncy@mcbounceface.com,bounce,E1-86L-DZE,completed,false,0000007668805334
